monomer,log_r,mol1_HOMO_1,mol1_HOMO,mol1_LUMO,mol1_LUMO_Add1,mol2_HOMO_1,mol2_HOMO,mol2_LUMO,mol2_LUMO_Add1,rad1_HOMO_1,rad1_HOMO,rad1_LUMO,rad1_LUMO_Add1
"Itaconimide, N-benzyl-.Styrene",0.056,-0.230012,-0.203579,-0.064886,-0.034535,-0.226379,-0.225758,-0.091288,-0.045086,-0.223398,-0.14625,-0.104501,-0.032198
"Itaconimide, N-benzyl-.Styrene",0.056,-0.230012,-0.203579,-0.064886,-0.034535,-0.226379,-0.225758,-0.091288,-0.045086,-0.223398,-0.14625,-0.104501,-0.032198
Styrene.Triallyl citrate,0.076,-0.233194,-0.21906,-0.042415,-0.037729,-0.230012,-0.203579,-0.064886,-0.034535,-0.229795,-0.172499,-0.104799,-0.04002
Styrene.Triallyl citrate,0.076,-0.233194,-0.21906,-0.042415,-0.037729,-0.230012,-0.203579,-0.064886,-0.034535,-0.229795,-0.172499,-0.104799,-0.04002
"Dithiane, 2-methylene-1,3-.Methacrylate, methyl",0.08,-0.242223,-0.232505,-0.073856,0.03591,-0.193976,-0.191502,-0.047272,0.002413,-0.220687,-0.179645,-0.127212,0.015165
"2-Oxazoline, 2-isopropenyl-.Acrylate, ethyl",0.19,-0.256191,-0.231242,-0.078408,0.030931,-0.2284,-0.200261,-0.062436,0.02659,-0.222788,-0.194689,-0.138768,0.014338
"Butadiene, 2,3-chloro-.Butadiene, 2-fluoro-",0.22,-0.282863,-0.216629,-0.067892,0.035966,-0.251916,-0.22783,-0.08502,-0.022434,-0.253069,-0.149986,-0.098525,0.006226
"Styrene.Succinimide, N-vinyl-",0.045,-0.229797,-0.227866,-0.061734,-0.056041,-0.230012,-0.203579,-0.064886,-0.034535,-0.223895,-0.150654,-0.102068,-0.06211
"Styrene.Succinimide, N-vinyl-",0.045,-0.229797,-0.227866,-0.061734,-0.056041,-0.230012,-0.203579,-0.064886,-0.034535,-0.223895,-0.150654,-0.102068,-0.06211
"Styrene.Succinimide, N-vinyl-",0.01,-0.229797,-0.227866,-0.061734,-0.056041,-0.230012,-0.203579,-0.064886,-0.034535,-0.223895,-0.150654,-0.102068,-0.06211
"Styrene.Succinimide, N-vinyl-",7.0,-0.229797,-0.227866,-0.061734,-0.056041,-0.230012,-0.203579,-0.064886,-0.034535,-0.223895,-0.150654,-0.102068,-0.06211
"Styrene.Succinimide, N-vinyl-",0.045,-0.229797,-0.227866,-0.061734,-0.056041,-0.230012,-0.203579,-0.064886,-0.034535,-0.223895,-0.150654,-0.102068,-0.06211
"Styrene.Succinimide, N-vinyl-",0.045,-0.229797,-0.227866,-0.061734,-0.056041,-0.230012,-0.203579,-0.064886,-0.034535,-0.223895,-0.150654,-0.102068,-0.06211
"Styrene.Succinimide, N-vinyl-",0.01,-0.229797,-0.227866,-0.061734,-0.056041,-0.230012,-0.203579,-0.064886,-0.034535,-0.223895,-0.150654,-0.102068,-0.06211
"Styrene.Succinimide, N-vinyl-",7.0,-0.229797,-0.227866,-0.061734,-0.056041,-0.230012,-0.203579,-0.064886,-0.034535,-0.223895,-0.150654,-0.102068,-0.06211
"Methacrylate, 3,5-dimethyladamantyl.Methacrylate, methyl",0.68,-0.242223,-0.232505,-0.073856,0.03591,-0.233898,-0.217814,-0.06781,0.012141,-0.220687,-0.179645,-0.127212,0.015165
"Methacrylate, 3,5-dimethyladamantyl.Methacrylate, methyl",0.68,-0.242223,-0.232505,-0.073856,0.03591,-0.233898,-0.217814,-0.06781,0.012141,-0.220687,-0.179645,-0.127212,0.015165
Vinyl acetate.Vinyl benzoate,1.07,-0.241907,-0.225017,-0.086416,-0.046758,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.233515,-0.143338,-0.09755600000000002,-0.074843
Vinyl acetate.Vinyl benzoate,0.99,-0.241907,-0.225017,-0.086416,-0.046758,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.233515,-0.143338,-0.09755600000000002,-0.074843
Vinyl acetate.Vinyl benzoate,1.64,-0.241907,-0.225017,-0.086416,-0.046758,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.233515,-0.143338,-0.09755600000000002,-0.074843
Vinyl acetate.Vinyl benzoate,1.13,-0.241907,-0.225017,-0.086416,-0.046758,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.233515,-0.143338,-0.09755600000000002,-0.074843
Vinyl acetate.Vinyl benzoate,1.74,-0.241907,-0.225017,-0.086416,-0.046758,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.233515,-0.143338,-0.09755600000000002,-0.074843
Vinyl acetate.Vinyl benzoate,1.98,-0.241907,-0.225017,-0.086416,-0.046758,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.233515,-0.143338,-0.09755600000000002,-0.074843
Vinyl acetate.Vinyl benzoate,1.07,-0.241907,-0.225017,-0.086416,-0.046758,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.233515,-0.143338,-0.09755600000000002,-0.074843
Vinyl acetate.Vinyl benzoate,0.99,-0.241907,-0.225017,-0.086416,-0.046758,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.233515,-0.143338,-0.09755600000000002,-0.074843
Vinyl acetate.Vinyl benzoate,1.64,-0.241907,-0.225017,-0.086416,-0.046758,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.233515,-0.143338,-0.09755600000000002,-0.074843
Vinyl acetate.Vinyl benzoate,1.13,-0.241907,-0.225017,-0.086416,-0.046758,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.233515,-0.143338,-0.09755600000000002,-0.074843
Vinyl acetate.Vinyl benzoate,1.74,-0.241907,-0.225017,-0.086416,-0.046758,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.233515,-0.143338,-0.09755600000000002,-0.074843
Vinyl acetate.Vinyl benzoate,1.98,-0.241907,-0.225017,-0.086416,-0.046758,-0.242132,-0.22767100000000004,-0.048527999999999995,-0.00357,-0.233515,-0.143338,-0.09755600000000002,-0.074843
"Styrene.Styrene, p-decyl-",0.26,-0.225892,-0.194641,-0.059007,-0.031192,-0.230012,-0.203579,-0.064886,-0.034535,-0.219932,-0.138816,-0.098304,-0.029546
"Styrene.Styrene, p-decyl-",0.26,-0.225892,-0.194641,-0.059007,-0.031192,-0.230012,-0.203579,-0.064886,-0.034535,-0.219932,-0.138816,-0.098304,-0.029546
"Acenaphthalene.Methacrylate, (-)-menthyl",0.316,-0.237072,-0.228259,-0.070112,0.024739,-0.2103,-0.19358,-0.098675,-0.03818,-0.217019,-0.177076,-0.124631,0.015352
"Acenaphthalene.Methacrylate, (-)-menthyl",0.316,-0.237072,-0.228259,-0.070112,0.024739,-0.2103,-0.19358,-0.098675,-0.03818,-0.217019,-0.177076,-0.124631,0.015352
"Acrylate, benzyl.Methacrylate, methyl",2.23,-0.242223,-0.232505,-0.073856,0.03591,-0.234687,-0.225932,-0.079208,-0.046871,-0.220687,-0.179645,-0.127212,0.015165
"Acrylate, benzyl.Methacrylate, methyl",2.23,-0.242223,-0.232505,-0.073856,0.03591,-0.234687,-0.225932,-0.079208,-0.046871,-0.220687,-0.179645,-0.127212,0.015165
"Acrylate, p-chlorophenyl.Acrylonitrile",0.32,-0.307886,-0.266671,-0.092915,-0.013216,-0.243795,-0.221301,-0.08918,-0.053417,-0.292009,-0.205459,-0.14659,-0.015383
"Acrylate, p-chlorophenyl.Acrylonitrile",0.32,-0.307886,-0.266671,-0.092915,-0.013216,-0.243795,-0.221301,-0.08918,-0.053417,-0.292009,-0.205459,-0.14659,-0.015383
"N,N-Divinylaniline.Vinyl acetate",0.058,-0.242132,-0.227671,-0.048528,-0.00357,-0.232028,-0.168289,-0.044403,-0.0373,-0.232249,-0.142258,-0.083674,-0.025058
"Ethylene.Maleate, diethyl",10.0,-0.240998,-0.235935,-0.109954,-0.001315,-0.315363,-0.244627,-0.024911,0.059284,-0.225566,-0.19524,-0.144715,-0.024545
"Ethylene.Maleate, diethyl",10.0,-0.240998,-0.235935,-0.109954,-0.001315,-0.315363,-0.244627,-0.024911,0.059284,-0.225566,-0.19524,-0.144715,-0.024545
"Methacrylic acid.Vinylethynyl-4-piperidinol, 1,2,5-trimethyl-4-",0.05,-0.212237,-0.17811,-0.062317,0.007723,-0.244043,-0.234005,-0.078886,0.015087,-0.177877,-0.15885,-0.108028,0.004031
"Acrylate, methyl.Styrene, p-methoxy-",2.0,-0.229735,-0.183031,-0.055584,-0.032387,-0.258109,-0.234553,-0.080381,0.040831,-0.20859,-0.130357,-0.092097,-0.032892
Methacrylate.methyl Styrene,0.485,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.48,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.371,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.62,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.52,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.5,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.55,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.55,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.41,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.472,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.497,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.432,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.57,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Methacrylate.methyl Styrene,0.275,-0.225922,-0.193656,-0.05696,-0.030719,-0.259853,-0.247018,-0.205155,-0.061693,-0.220027,-0.139321,-0.098364,-0.028655000000000003
Styrene.Vinyl phenyl ether,0.423,-0.233864,-0.195694,-0.039966,-0.034851,-0.230012,-0.203579,-0.064886,-0.034535,-0.208006,-0.127386,-0.075167,-0.033422
Styrene.Vinyl phenyl ether,0.01,-0.233864,-0.195694,-0.039966,-0.034851,-0.230012,-0.203579,-0.064886,-0.034535,-0.208006,-0.127386,-0.075167,-0.033422
Allyl butyrate.Vinyl acetate,0.97,-0.242132,-0.227671,-0.048528,-0.00357,-0.236234,-0.231384,-0.024819,-0.02159,-0.232249,-0.142258,-0.083674,-0.025058
Allyl butyrate.Vinyl acetate,0.97,-0.242132,-0.227671,-0.048528,-0.00357,-0.236234,-0.231384,-0.024819,-0.02159,-0.232249,-0.142258,-0.083674,-0.025058
"Acrylamide.Dioxolane, 1,3,4-methylene-2-trichloro-",0.037,-0.251312,-0.215397,-0.057568,-0.029739,-0.236189,-0.212611,-0.068727,0.013377,-0.243398,-0.135525,-0.071438,-0.054795
"Methacrylate, isobutyl.Methacrylic acid",2.01,-0.244043,-0.234005,-0.078886,0.015087,-0.240541,-0.229298,-0.071905,0.023504,-0.223269,-0.18582,-0.133213,0.012632
"Styrene.Styrene, 4-phenoxy-",0.94,-0.21781,-0.187178,-0.063219,-0.045878,-0.230012,-0.203579,-0.064886,-0.034535,-0.200785,-0.138232,-0.100358,-0.044227
"Styrene.Styrene, 4-phenoxy-",0.94,-0.21781,-0.187178,-0.063219,-0.045878,-0.230012,-0.203579,-0.064886,-0.034535,-0.200785,-0.138232,-0.100358,-0.044227
Triallyl citrate.Vinyl chloride,0.605,-0.275305,-0.232771,-0.038977,0.013494,-0.233194,-0.21906,-0.042415,-0.037729,-0.266374,-0.159615,-0.090875,0.020184
Triallyl citrate.Vinyl chloride,0.605,-0.275305,-0.232771,-0.038977,0.013494,-0.233194,-0.21906,-0.042415,-0.037729,-0.266374,-0.159615,-0.090875,0.020184
Styrene.Vinyltrimethylsilane,0.049,-0.255616,-0.233763,-0.037205,0.022599,-0.230012,-0.203579,-0.064886,-0.034535,-0.251154,-0.165293,-0.101085,0.019274
Styrene.Vinyltrimethylsilane,0.049,-0.255616,-0.233763,-0.037205,0.022599,-0.230012,-0.203579,-0.064886,-0.034535,-0.251154,-0.165293,-0.101085,0.019274
"Acrylonitrile.Butadiene, 1,4-dicarboxylate-,diethyl",2.79,-0.234118,-0.231598,-0.116515,-0.035446,-0.307886,-0.266671,-0.092915,-0.013216,-0.218952,-0.176012,-0.130798,-0.032276
"Butadiene, 2-chloro-.Butadiene, hexafluoro-",0.1,-0.280562,-0.214834,-0.071179,-0.031666,-0.26474,-0.21853,-0.072528,0.004882,-0.237373,-0.193638,-0.124113,-0.033656
"Butadiene, 2-chloro-.Butadiene, hexafluoro-",0.1,-0.280562,-0.214834,-0.071179,-0.031666,-0.26474,-0.21853,-0.072528,0.004882,-0.237373,-0.193638,-0.124113,-0.033656
"Methyleneglutaronitrile, 2-.Styrene",0.5,-0.230012,-0.203579,-0.064886,-0.034535,-0.305147,-0.266216,-0.09388,-0.02082,-0.223398,-0.14625,-0.104501,-0.032198
"Methyleneglutaronitrile, 2-.Styrene",0.85,-0.230012,-0.203579,-0.064886,-0.034535,-0.305147,-0.266216,-0.09388,-0.02082,-0.223398,-0.14625,-0.104501,-0.032198
"Methyleneglutaronitrile, 2-.Styrene",0.5,-0.230012,-0.203579,-0.064886,-0.034535,-0.305147,-0.266216,-0.09388,-0.02082,-0.223398,-0.14625,-0.104501,-0.032198
"Methyleneglutaronitrile, 2-.Styrene",0.85,-0.230012,-0.203579,-0.064886,-0.034535,-0.305147,-0.266216,-0.09388,-0.02082,-0.223398,-0.14625,-0.104501,-0.032198
"Methacrylate, butyl.Styrene, o-chloro-",1.24,-0.227645,-0.211,-0.070852,-0.044931,-0.239756,-0.228526,-0.071208,0.023582,-0.219961,-0.154349,-0.114604,-0.042337
"Methacrylate, butyl.Styrene, o-chloro-",1.24,-0.227645,-0.211,-0.070852,-0.044931,-0.239756,-0.228526,-0.071208,0.023582,-0.219961,-0.154349,-0.114604,-0.042337
"Phosphonate, isopropenyl-, dimethyl.Styrene",8.6,-0.230012,-0.203579,-0.064886,-0.034535,-0.246403,-0.24367,-0.04949,0.025884,-0.223398,-0.14625,-0.104501,-0.032198
"Methacrylate, methyl.Propene, 2,3-dichloro-",0.18,-0.264068,-0.238671,-0.064183,-0.001856,-0.242223,-0.232505,-0.073856,0.03591,-0.250037,-0.176767,-0.125011,-0.016276
"Methacrylate, methyl.Propene, 2,3-dichloro-",0.18,-0.264068,-0.238671,-0.064183,-0.001856,-0.242223,-0.232505,-0.073856,0.03591,-0.250037,-0.176767,-0.125011,-0.016276
"Acrylate, methyl.Styrene, 2,5-dichloro-",3.93,-0.231008,-0.215022,-0.080688,-0.055121,-0.258109,-0.234553,-0.080381,0.040831,-0.216841,-0.163978,-0.124554,-0.052543
"Acrylate, methyl.Styrene, 2,5-dichloro-",4.47,-0.231008,-0.215022,-0.080688,-0.055121,-0.258109,-0.234553,-0.080381,0.040831,-0.216841,-0.163978,-0.124554,-0.052543
"Acrylate, methyl.Styrene, 2,5-dichloro-",3.93,-0.231008,-0.215022,-0.080688,-0.055121,-0.258109,-0.234553,-0.080381,0.040831,-0.216841,-0.163978,-0.124554,-0.052543
"Acrylate, methyl.Styrene, 2,5-dichloro-",4.47,-0.231008,-0.215022,-0.080688,-0.055121,-0.258109,-0.234553,-0.080381,0.040831,-0.216841,-0.163978,-0.124554,-0.052543
"Acrylonitrile.Methacrylamide, N-phenyl-",0.71,-0.217294,-0.200254,-0.067524,-0.036568,-0.307886,-0.266671,-0.092915,-0.013216,-0.191972,-0.172159,-0.124519,-0.032592
"Itaconate, dipropyl.Styrene",0.16,-0.230012,-0.203579,-0.064886,-0.034535,-0.233266,-0.222822,-0.074596,-0.013959,-0.223398,-0.14625,-0.104501,-0.032198
"Itaconate, dipropyl.Styrene",0.16,-0.230012,-0.203579,-0.064886,-0.034535,-0.233266,-0.222822,-0.074596,-0.013959,-0.223398,-0.14625,-0.104501,-0.032198
"Citraconimide, N-(1-menthylcarboxylatomethyl)-.Methacrylate, methyl",3.47,-0.242223,-0.232505,-0.073856,0.03591,-0.231394,-0.146896,-0.133349,-0.13025,-0.220687,-0.179645,-0.127212,0.015165
"Citraconimide, N-(1-menthylcarboxylatomethyl)-.Methacrylate, methyl",3.47,-0.242223,-0.232505,-0.073856,0.03591,-0.231394,-0.146896,-0.133349,-0.13025,-0.220687,-0.179645,-0.127212,0.015165
"Acrylate, phenyl.Acrylonitrile",0.43,-0.307886,-0.266671,-0.092915,-0.013216,-0.230714,-0.219966,-0.087712,-0.039406,-0.292009,-0.205459,-0.14659,-0.015383
"Acrylate, phenyl.Acrylonitrile",0.43,-0.307886,-0.266671,-0.092915,-0.013216,-0.230714,-0.219966,-0.087712,-0.039406,-0.292009,-0.205459,-0.14659,-0.015383
"Methacrylate, glycidyl.Methacrylic acid",0.98,-0.244043,-0.234005,-0.078886,0.015087,-0.240701,-0.236127,-0.07851,0.026094,-0.223269,-0.18582,-0.133213,0.012632
"Methacrylate, glycidyl.Methacrylic acid",0.98,-0.244043,-0.234005,-0.078886,0.015087,-0.240701,-0.236127,-0.07851,0.026094,-0.223269,-0.18582,-0.133213,0.012632
"Azobenzene, 4-(acrylamidomethylamino)-.Vinyl acetate",0.126,-0.242132,-0.227671,-0.048528,-0.00357,-0.187647,-0.172991,-0.102289,-0.07796,-0.232249,-0.142258,-0.083674,-0.025058
"Fumarate, methyl butyl.Styrene",0.36,-0.230012,-0.203579,-0.064886,-0.034535,-0.242801,-0.237028,-0.110932,-0.00221,-0.223398,-0.14625,-0.104501,-0.032198
"Fumarate, methyl butyl.Styrene",0.36,-0.230012,-0.203579,-0.064886,-0.034535,-0.242801,-0.237028,-0.110932,-0.00221,-0.223398,-0.14625,-0.104501,-0.032198
"Acrylate, p-(cinnamoylamino)phenyl.Styrene",1.08,-0.230012,-0.203579,-0.064886,-0.034535,-0.216127,-0.193845,-0.095692,-0.084281,-0.223398,-0.14625,-0.104501,-0.032198
"Acrylate, p-(cinnamoylamino)phenyl.Styrene",1.08,-0.230012,-0.203579,-0.064886,-0.034535,-0.216127,-0.193845,-0.095692,-0.084281,-0.223398,-0.14625,-0.104501,-0.032198
"Acrylate, ethyl.Acrylonitrile",0.92,-0.307886,-0.266671,-0.092915,-0.013216,-0.256191,-0.231242,-0.078408,0.030931000000000004,-0.292009,-0.205459,-0.14659,-0.015382999999999999
"Acrylate, ethyl.Acrylonitrile",1.16,-0.307886,-0.266671,-0.092915,-0.013216,-0.256191,-0.231242,-0.078408,0.030931000000000004,-0.292009,-0.205459,-0.14659,-0.015382999999999999
"Acrylate, ethyl.Acrylonitrile",0.44,-0.307886,-0.266671,-0.092915,-0.013216,-0.256191,-0.231242,-0.078408,0.030931000000000004,-0.292009,-0.205459,-0.14659,-0.015382999999999999
"Acrylate, ethyl.Acrylonitrile",0.92,-0.307886,-0.266671,-0.092915,-0.013216,-0.256191,-0.231242,-0.078408,0.030931000000000004,-0.292009,-0.205459,-0.14659,-0.015382999999999999
"Acrylate, ethyl.Acrylonitrile",1.16,-0.307886,-0.266671,-0.092915,-0.013216,-0.256191,-0.231242,-0.078408,0.030931000000000004,-0.292009,-0.205459,-0.14659,-0.015382999999999999
"Acrylate, ethyl.Acrylonitrile",0.66,-0.307886,-0.266671,-0.092915,-0.013216,-0.256191,-0.231242,-0.078408,0.030931000000000004,-0.292009,-0.205459,-0.14659,-0.015382999999999999
"Acrylate, ethyl.Acrylonitrile",0.44,-0.307886,-0.266671,-0.092915,-0.013216,-0.256191,-0.231242,-0.078408,0.030931000000000004,-0.292009,-0.205459,-0.14659,-0.015382999999999999
"Ethylene, chlorotrifluoro-.Vinyl chloride",2.53,-0.275305,-0.232771,-0.038977,0.013494,-0.316927,-0.229729,-0.029446,-0.02847,-0.266374,-0.159615,-0.090875,0.020184
"Ethylene, chlorotrifluoro-.Vinyl chloride",2.53,-0.275305,-0.232771,-0.038977,0.013494,-0.316927,-0.229729,-0.029446,-0.02847,-0.266374,-0.159615,-0.090875,0.020184
"Propene, 3,3,3-trichloro-.Vinyl acetate",0.19,-0.242132,-0.227671,-0.048528,-0.00357,-0.267222,-0.259911,-0.071417,-0.061553,-0.232249,-0.142258,-0.083674,-0.025058
"Diallyl phthalate.Fumarate, diethyl",1.25,-0.240998,-0.235935,-0.109954,-0.001315,-0.233811,-0.229257,-0.081859,-0.06043,-0.225566,-0.19524,-0.144715,-0.024545
"Diallyl phthalate.Fumarate, diethyl",1.25,-0.240998,-0.235935,-0.109954,-0.001315,-0.233811,-0.229257,-0.081859,-0.06043,-0.225566,-0.19524,-0.144715,-0.024545
"Oxazoline, 2-isopropenyl-2-.Styrene",0.67,-0.230012,-0.203579,-0.064886,-0.034535,-0.2284,-0.200261,-0.062436,0.02659,-0.223398,-0.14625,-0.104501,-0.032198
Triallyl cyanurate.Vinyl acetate,0.197,-0.242132,-0.227671,-0.048528,-0.00357,-0.2308,-0.230798,-0.043609,-0.043607,-0.232249,-0.142258,-0.083674,-0.025058
Triallyl cyanurate.Vinyl acetate,0.197,-0.242132,-0.227671,-0.048528,-0.00357,-0.2308,-0.230798,-0.043609,-0.043607,-0.232249,-0.142258,-0.083674,-0.025058
"N,N-Divinylaniline.Styrene, p-methyl-",6.15,-0.227288,-0.195884,-0.060449,-0.032713,-0.232028,-0.168289,-0.044403,-0.0373,-0.221136,-0.139819,-0.099084,-0.031191
"Butadiene, 1-succinimido-.Styrene",0.286,-0.230012,-0.203579,-0.064886,-0.034535,-0.230286,-0.202719,-0.073186,-0.061912,-0.223398,-0.14625,-0.104501,-0.032198
"Butadiene, 1-succinimido-.Styrene",0.286,-0.230012,-0.203579,-0.064886,-0.034535,-0.230286,-0.202719,-0.073186,-0.061912,-0.223398,-0.14625,-0.104501,-0.032198
"Methacrylate, butyl.Styrene p-chloro-",1.025,-0.243107,-0.204866,-0.073253,-0.047363,-0.239756,-0.228526,-0.071208,0.023582,-0.231349,-0.151009,-0.111426,-0.044678
Vinyl hendecanoate.Vinylidene chloride,2.72,-0.279512,-0.234893,-0.050623,-0.025023,-0.241678,-0.225799,-0.047609,-0.002293,-0.274769,-0.168126,-0.102489,-0.019386
Vinyl hendecanoate.Vinylidene chloride,2.72,-0.279512,-0.234893,-0.050623,-0.025023,-0.241678,-0.225799,-0.047609,-0.002293,-0.274769,-0.168126,-0.102489,-0.019386
"Acrylate, α-cyano-, methyl.Methacrylonitrile",0.18,-0.303387,-0.253745,-0.0813,-0.003589,-0.271833,-0.25802,-0.118574,-0.026379,-0.286088,-0.187741,-0.131746,-0.006122
"Acrylate, α-cyano-, methyl.Methacrylonitrile",0.18,-0.303387,-0.253745,-0.0813,-0.003589,-0.271833,-0.25802,-0.118574,-0.026379,-0.286088,-0.187741,-0.131746,-0.006122
"Styrene.Styrene, m-hydroxy-",1.33,-0.214149,-0.194423,-0.063895,-0.027794,-0.230012,-0.203579,-0.064886,-0.034535,-0.195835,-0.147167,-0.106207,-0.023916
"Styrene.Styrene, m-hydroxy-",1.33,-0.214149,-0.194423,-0.063895,-0.027794,-0.230012,-0.203579,-0.064886,-0.034535,-0.195835,-0.147167,-0.106207,-0.023916
"Itaconamate, N-(4-methylphenyl)-, ethyl.Styrene",0.38,-0.230012,-0.203579,-0.064886,-0.034535,-0.204695,-0.184801,-0.089253,-0.033966,-0.223398,-0.14625,-0.104501,-0.032198
"Butadiene, 1-(2-hydroxyethyl-thio)-.Butadiene, 2,3-chloro-",1.0,-0.251916,-0.22783,-0.08502,-0.022434,-0.237626,-0.17977,-0.057431,-0.01721,-0.233999,-0.170255,-0.121507,-0.020349
"Acryloyl chloride.Methacrylate, methyl",0.42,-0.242223,-0.232505,-0.073856,0.03591,-0.283145,-0.258722,-0.11731200000000001,-0.000772,-0.220687,-0.17964499999999997,-0.127212,0.015165
"Acryloyl chloride.Methacrylate, methyl",0.48,-0.242223,-0.232505,-0.073856,0.03591,-0.283145,-0.258722,-0.11731200000000001,-0.000772,-0.220687,-0.17964499999999997,-0.127212,0.015165
"Acryloyl chloride.Methacrylate, methyl",0.42,-0.242223,-0.232505,-0.073856,0.03591,-0.283145,-0.258722,-0.11731200000000001,-0.000772,-0.220687,-0.17964499999999997,-0.127212,0.015165
"Acrylonitrile.Methacrylate, phenyl",0.46,-0.229499,-0.219038,-0.078811,-0.038519,-0.307886,-0.266671,-0.092915,-0.013216,-0.211312,-0.184472,-0.134448,-0.034041
Butadiene monoxide.Maleic anhydride,0.64,-0.287338,-0.261721,-0.148221,-0.017578,-0.238421,-0.225649,-0.033616,0.049553,-0.247381,-0.237675,-0.180897,-0.063949
"Itaconamate, N-phenyl-, methyl.Styrene",0.31,-0.230012,-0.203579,-0.064886,-0.034535,-0.207725,-0.192633,-0.092545,-0.037998,-0.223398,-0.14625,-0.104501,-0.032198
"Isoprene.Pyridine, 2-vinyl-",0.47,-0.214771,-0.212185,-0.075182,-0.04993,-0.274763,-0.207025,-0.055593,0.037216,-0.206639,-0.158027,-0.116963,-0.04953
"Isoprene.Pyridine, 2-vinyl-",0.46,-0.214771,-0.212185,-0.075182,-0.04993,-0.274763,-0.207025,-0.055593,0.037216,-0.206639,-0.158027,-0.116963,-0.04953
"Isoprene.Pyridine, 2-vinyl-",0.47,-0.214771,-0.212185,-0.075182,-0.04993,-0.274763,-0.207025,-0.055593,0.037216,-0.206639,-0.158027,-0.116963,-0.04953
"Isoprene.Pyridine, 2-vinyl-",0.46,-0.214771,-0.212185,-0.075182,-0.04993,-0.274763,-0.207025,-0.055593,0.037216,-0.206639,-0.158027,-0.116963,-0.04953
Vinyl p-tert-butyl phenyl ether.Vinylidene chloride,2.04,-0.279512,-0.234893,-0.050623,-0.025023,-0.222061,-0.192921,-0.037212,-0.030103,-0.274769,-0.168126,-0.102489,-0.019386
"Styrene.Styrene, p-phenyl ketone",2.58,-0.230012,-0.203579,-0.064886,-0.034535,-0.230012,-0.203579,-0.064886,-0.034535,-0.223398,-0.14625,-0.104501,-0.032198
"Styrene.Styrene, p-phenyl ketone",0.55,-0.230012,-0.203579,-0.064886,-0.034535,-0.230012,-0.203579,-0.064886,-0.034535,-0.223398,-0.14625,-0.104501,-0.032198
